segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id,pos_tags,lemmas,pos_counts,pos_distribution,dominant_pos,lexical_diversity,function_content_ratio,total_tokens
"Non entrammo nella chiesa, attratti dalla pace di quel cortile dove vagavano, come assorte nella meditazione, alcune donne.",Indigenous,UNLABELLED,Indigenous,18,22,214623,214746,"Non entrammo nella chiesa, attratti dalla pace di quel cortile dove vagavano, come assorte nella meditazione, alcune donne.","['2381-1', '2381-2', '2381-3', '2381-4', '2381-5', '2381-6', '2381-7', '2381-8', '2381-9', '2381-10', '2381-11', '2381-12', '2381-13', '2381-14', '2381-15', '2381-16', '2381-17', '2381-18', '2381-19', '2381-20', '2381-21', '2381-22']",2478,"['ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'PUNCT', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT']","['non', 'entrare', 'in', 'il', 'chiesa', ',', 'attrarre', 'da', 'il', 'pace', 'di', 'quello', 'cortile', 'dove', 'vagare', ',', 'come', 'assorgere', 'in', 'il', 'meditazione', ',', 'alcuno', 'donna', '.']","{'ADV': 2, 'VERB': 4, 'ADP': 5, 'DET': 5, 'NOUN': 5, 'PUNCT': 4}","{'ADV': 0.08, 'VERB': 0.16, 'ADP': 0.2, 'DET': 0.2, 'NOUN': 0.2, 'PUNCT': 0.16}",ADP,0.8,0.9090909090909091,25
"Un cielo grave e nitido, di un profondo viola, più vicino di quanto si immagini, poiché là il cielo diventava un ’ opinione e quelle ombre l ’ avevano certo nel cuore, come già lo sentivo io.",Description,Landscape,Description_Landscape,35,42,215081,215268,"Un cielo grave e nitido, di un profondo viola, più vicino di quanto si immagini, poiché là il cielo diventava un’opinione e quelle ombre l’avevano certo nel cuore, come già lo sentivo io.","['2386-1', '2386-2', '2386-3', '2386-4', '2386-5', '2386-6', '2386-7', '2386-8', '2386-9', '2386-10', '2386-11', '2386-12', '2386-13', '2386-14', '2386-15', '2386-16', '2386-17', '2386-18', '2386-19', '2386-20', '2386-21', '2386-22', '2386-23', '2386-24', '2386-25', '2386-26', '2386-27', '2386-28', '2386-29', '2386-30', '2386-31', '2386-32', '2386-33', '2386-34', '2386-35', '2386-36', '2386-37', '2386-38', '2386-39', '2386-40', '2386-41', '2386-42']",2483,"['DET', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'ADP', 'PRON', 'PRON', 'VERB', 'PUNCT', 'SCONJ', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'PUNCT', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'DET', 'PUNCT', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'ADV', 'PRON', 'VERB', 'PRON', 'PUNCT']","['uno', 'cielo', 'grave', 'e', 'nitido', ',', 'di', 'uno', 'profondo', 'viola', ',', 'più', 'vicino', 'di', 'quanto', 'si', 'immaginare', ',', 'poiché', 'là', 'il', 'cielo', 'diventare', 'uno', '’', 'opinione', 'e', 'quello', 'ombra', 'lo', '’', 'avere', 'certo', 'in', 'il', 'cuore', ',', 'come', 'già', 'lo', 'sentire', 'io', '.']","{'DET': 7, 'NOUN': 6, 'ADJ': 4, 'CCONJ': 2, 'PUNCT': 7, 'ADP': 3, 'ADV': 4, 'PRON': 4, 'VERB': 4, 'SCONJ': 2}","{'DET': 0.16279069767441862, 'NOUN': 0.13953488372093023, 'ADJ': 0.09302325581395349, 'CCONJ': 0.046511627906976744, 'PUNCT': 0.16279069767441862, 'ADP': 0.06976744186046512, 'ADV': 0.09302325581395349, 'PRON': 0.09302325581395349, 'VERB': 0.09302325581395349, 'SCONJ': 0.046511627906976744}",DET,0.7441860465116279,1.0,43
"C ’ era nei loro volti la stessa grave bellezza, ma velata da secoli di oscurità, le stesse acque profonde in cui m ’ ero tuffato per un attimo e che non desideravo rivedere.",Description,Indigenous,Description_Indigenous,32,37,215989,216159,"C’era nei loro volti la stessa grave bellezza, ma velata da secoli di oscurità, le stesse acque profonde in cui m’ero tuffato per un attimo e che non desideravo rivedere.","['2401-1', '2401-2', '2401-3', '2401-4', '2401-5', '2401-6', '2401-7', '2401-8', '2401-9', '2401-10', '2401-11', '2401-12', '2401-13', '2401-14', '2401-15', '2401-16', '2401-17', '2401-18', '2401-19', '2401-20', '2401-21', '2401-22', '2401-23', '2401-24', '2401-25', '2401-26', '2401-27', '2401-28', '2401-29', '2401-30', '2401-31', '2401-32', '2401-33', '2401-34', '2401-35', '2401-36', '2401-37']",2498,"['NOUN', 'PUNCT', 'AUX', 'ADP', 'DET', 'DET', 'NOUN', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'PRON', 'PRON', 'PUNCT', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'ADV', 'VERB', 'VERB', 'PUNCT']","['c', '’', 'essere', 'in', 'il', 'loro', 'volto', 'il', 'stesso', 'grave', 'bellezza', ',', 'ma', 'velare', 'da', 'secolo', 'di', 'oscurità', ',', 'il', 'stesso', 'acqua', 'profondo', 'in', 'cui', 'mi', '’', 'essere', 'tuffare', 'per', 'uno', 'attimo', 'e', 'che', 'non', 'desiderare', 'rivedere', '.']","{'NOUN': 7, 'PUNCT': 5, 'AUX': 2, 'ADP': 5, 'DET': 5, 'ADJ': 4, 'CCONJ': 2, 'VERB': 4, 'PRON': 3, 'ADV': 1}","{'NOUN': 0.18421052631578946, 'PUNCT': 0.13157894736842105, 'AUX': 0.05263157894736842, 'ADP': 0.13157894736842105, 'DET': 0.13157894736842105, 'ADJ': 0.10526315789473684, 'CCONJ': 0.05263157894736842, 'VERB': 0.10526315789473684, 'PRON': 0.07894736842105263, 'ADV': 0.02631578947368421}",NOUN,0.8157894736842105,1.0625,38
"In quello stesso istante, come per mitigare il loro rifiuto, le due ragazze porsero le mani verso di noi.",Indigenous,UNLABELLED,Indigenous,19,22,217360,217465,"In quello stesso istante, come per mitigare il loro rifiuto, le due ragazze porsero le mani verso di noi.","['2420-1', '2420-2', '2420-3', '2420-4', '2420-5', '2420-6', '2420-7', '2420-8', '2420-9', '2420-10', '2420-11', '2420-12', '2420-13', '2420-14', '2420-15', '2420-16', '2420-17', '2420-18', '2420-19', '2420-20', '2420-21', '2420-22']",2517,"['ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'VERB', 'DET', 'DET', 'NOUN', 'PUNCT', 'DET', 'NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADP', 'PRON', 'PUNCT']","['in', 'quello', 'stesso', 'istante', ',', 'come', 'per', 'mitigare', 'il', 'loro', 'rifiuto', ',', 'il', 'due', 'ragazzo', 'porre', 'il', 'mano', 'verso', 'di', 'noi', '.']","{'ADP': 4, 'DET': 5, 'ADJ': 1, 'NOUN': 4, 'PUNCT': 3, 'ADV': 1, 'VERB': 2, 'NUM': 1, 'PRON': 1}","{'ADP': 0.18181818181818182, 'DET': 0.22727272727272727, 'ADJ': 0.045454545454545456, 'NOUN': 0.18181818181818182, 'PUNCT': 0.13636363636363635, 'ADV': 0.045454545454545456, 'VERB': 0.09090909090909091, 'NUM': 0.045454545454545456, 'PRON': 0.045454545454545456}",DET,0.8636363636363636,1.25,22
"Così stettero, serie, come bambine che porgono le mani perché si veda che sono pulite.",Indigenous,UNLABELLED,Indigenous,15,18,217548,217634,"Così stettero, serie, come bambine che porgono le mani perché si veda che sono pulite.","['2423-1', '2423-2', '2423-3', '2423-4', '2423-5', '2423-6', '2423-7', '2423-8', '2423-9', '2423-10', '2423-11', '2423-12', '2423-13', '2423-14', '2423-15', '2423-16', '2423-17', '2423-18']",2520,"['ADV', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'SCONJ', 'AUX', 'ADJ', 'PUNCT']","['così', 'stettere', ',', 'serie', ',', 'come', 'bambina', 'che', 'porre', 'il', 'mano', 'perché', 'si', 'vedere', 'che', 'essere', 'pulito', '.']","{'ADV': 1, 'VERB': 3, 'PUNCT': 3, 'NOUN': 3, 'ADP': 1, 'PRON': 2, 'DET': 1, 'SCONJ': 2, 'AUX': 1, 'ADJ': 1}","{'ADV': 0.05555555555555555, 'VERB': 0.16666666666666666, 'PUNCT': 0.16666666666666666, 'NOUN': 0.16666666666666666, 'ADP': 0.05555555555555555, 'PRON': 0.1111111111111111, 'DET': 0.05555555555555555, 'SCONJ': 0.1111111111111111, 'AUX': 0.05555555555555555, 'ADJ': 0.05555555555555555}",VERB,0.8888888888888888,0.875,18
"Il sottotenente guardò le mani, anch ’ io le guardavo, e mi si volse, con un sorriso che voleva certo mascherare il suo turbamento: « Lebbra » disse a bassa voce.",Conqueror,UNLABELLED,Conqueror,28,36,217638,217796,"Il sottotenente guardò le mani, anch’io le guardavo, e mi si volse, con un sorriso che voleva certo mascherare il suo turbamento: «Lebbra» disse a bassa voce.","['2424-1', '2424-2', '2424-3', '2424-4', '2424-5', '2424-6', '2424-7', '2424-8', '2424-9', '2424-10', '2424-11', '2424-12', '2424-13', '2424-14', '2424-15', '2424-16', '2424-17', '2424-18', '2424-19', '2424-20', '2424-21', '2424-22', '2424-23', '2424-24', '2424-25', '2424-26', '2424-27', '2424-28', '2424-29', '2424-30', '2424-31', '2424-32', '2424-33', '2424-34', '2424-35', '2424-36']",2521,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'PRON', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'PRON', 'PRON', 'VERB', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'DET', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['il', 'sottotenente', 'guardare', 'il', 'mano', ',', 'anch', '’', 'io', 'le', 'guardare', ',', 'e', 'mi', 'si', 'volgere', ',', 'con', 'uno', 'sorriso', 'che', 'volere', 'certo', 'mascherare', 'il', 'suo', 'turbamento', ':', '«', 'lebbra', '»', 'dire', 'a', 'basso', 'voce', '.']","{'DET': 5, 'NOUN': 6, 'VERB': 5, 'PUNCT': 8, 'ADV': 2, 'PRON': 5, 'CCONJ': 1, 'ADP': 2, 'AUX': 1, 'ADJ': 1}","{'DET': 0.1388888888888889, 'NOUN': 0.16666666666666666, 'VERB': 0.1388888888888889, 'PUNCT': 0.2222222222222222, 'ADV': 0.05555555555555555, 'PRON': 0.1388888888888889, 'CCONJ': 0.027777777777777776, 'ADP': 0.05555555555555555, 'AUX': 0.027777777777777776, 'ADJ': 0.027777777777777776}",PUNCT,0.8611111111111112,1.0,36
"Due allegri soldati insegnavano a un bimbo ad andare in bicicletta, più per divertirsi loro che per insegnare qualcosa al bimbo.",Conqueror,UNLABELLED,Conqueror,21,23,218283,218411,"Due allegri soldati insegnavano a un bimbo ad andare in bicicletta, più per divertirsi loro che per insegnare qualcosa al bimbo.","['2431-1', '2431-2', '2431-3', '2431-4', '2431-5', '2431-6', '2431-7', '2431-8', '2431-9', '2431-10', '2431-11', '2431-12', '2431-13', '2431-14', '2431-15', '2431-16', '2431-17', '2431-18', '2431-19', '2431-20', '2431-21', '2431-22', '2431-23']",2530,"['NUM', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'VERB', 'PRON', 'PRON', 'PRON', 'ADP', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']","['due', 'allegro', 'soldato', 'insegnare', 'a', 'uno', 'bimbo', 'a', 'andare', 'in', 'bicicletta', ',', 'più', 'per', 'divertire', 'si', 'loro', 'che', 'per', 'insegnare', 'qualcosa', 'a', 'il', 'bimbo', '.']","{'NUM': 1, 'ADJ': 1, 'NOUN': 4, 'VERB': 4, 'ADP': 6, 'DET': 2, 'PUNCT': 2, 'ADV': 1, 'PRON': 4}","{'NUM': 0.04, 'ADJ': 0.04, 'NOUN': 0.16, 'VERB': 0.16, 'ADP': 0.24, 'DET': 0.08, 'PUNCT': 0.08, 'ADV': 0.04, 'PRON': 0.16}",ADP,0.8,1.2,25
"E allora scacciai quell ’ idea molesta, riversandone la colpa sull ’ inquietudine dei giorni passati e sullo spettacolo della piazza che già si andava chiudendo come un fiore e ci inghiottiva nella sua struggente tristezza: perché il giorno laggiù moriva davvero e la parola domani era la più inutile delle ipotesi.",Description,Landscape,Description_Landscape,50,55,218547,218858,"E allora scacciai quell’idea molesta, riversandone la colpa sull’inquietudine dei giorni passati e sullo spettacolo della piazza che già si andava chiudendo come un fiore e ci inghiottiva nella sua struggente tristezza: perché il giorno laggiù moriva davvero e la parola domani era la più inutile delle ipotesi.","['2433-1', '2433-2', '2433-3', '2433-4', '2433-5', '2433-6', '2433-7', '2433-8', '2433-9', '2433-10', '2433-11', '2433-12', '2433-13', '2433-14', '2433-15', '2433-16', '2433-17', '2433-18', '2433-19', '2433-20', '2433-21', '2433-22', '2433-23', '2433-24', '2433-25', '2433-26', '2433-27', '2433-28', '2433-29', '2433-30', '2433-31', '2433-32', '2433-33', '2433-34', '2433-35', '2433-36', '2433-37', '2433-38', '2433-39', '2433-40', '2433-41', '2433-42', '2433-43', '2433-44', '2433-45', '2433-46', '2433-47', '2433-48', '2433-49', '2433-50', '2433-51', '2433-52', '2433-53', '2433-54', '2433-55']",2532,"['CCONJ', 'ADV', 'VERB', 'DET', 'PUNCT', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'ADV', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'ADV', 'VERB', 'ADV', 'CCONJ', 'DET', 'NOUN', 'ADV', 'AUX', 'DET', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","['e', 'allora', 'scacciare', 'quello', '’', 'idea', 'molesto', ',', 'riversandone', 'il', 'colpa', 'sull', '’', 'inquietudine', 'di', 'il', 'giorno', 'passato', 'e', 'su', 'il', 'spettacolo', 'di', 'il', 'piazza', 'che', 'già', 'si', 'andare', 'chiudere', 'come', 'uno', 'fiore', 'e', 'ci', 'inghiottire', 'in', 'il', 'suo', 'struggente', 'tristezza', ':', 'perché', 'il', 'giorno', 'laggiù', 'morire', 'davvero', 'e', 'il', 'parola', 'domani', 'essere', 'il', 'più', 'inutile', 'di', 'il', 'ipotesi', '.']","{'CCONJ': 4, 'ADV': 6, 'VERB': 5, 'DET': 12, 'PUNCT': 5, 'NOUN': 11, 'ADJ': 4, 'ADP': 7, 'PRON': 3, 'AUX': 2, 'SCONJ': 1}","{'CCONJ': 0.06666666666666667, 'ADV': 0.1, 'VERB': 0.08333333333333333, 'DET': 0.2, 'PUNCT': 0.08333333333333333, 'NOUN': 0.18333333333333332, 'ADJ': 0.06666666666666667, 'ADP': 0.11666666666666667, 'PRON': 0.05, 'AUX': 0.03333333333333333, 'SCONJ': 0.016666666666666666}",DET,0.75,1.1153846153846154,60
"Non si accendevano lampade, né il passeggio infittiva, né le scritte luminose chiamavano la folla nei caffè, nelle strade, nei teatri",Description,Landscape,Description_Landscape,21,25,218859,218992,"Non si accendevano lampade, né il passeggio infittiva, né le scritte luminose chiamavano la folla nei caffè, nelle strade, nei teatri.","['2434-1', '2434-2', '2434-3', '2434-4', '2434-5', '2434-6', '2434-7', '2434-8', '2434-9', '2434-10', '2434-11', '2434-12', '2434-13', '2434-14', '2434-15', '2434-16', '2434-17', '2434-18', '2434-19', '2434-20', '2434-21', '2434-22', '2434-23', '2434-24', '2434-25']",2533,"['ADV', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN']","['non', 'si', 'accendere', 'lampada', ',', 'né', 'il', 'passeggio', 'infittivo', ',', 'né', 'il', 'scritta', 'luminoso', 'chiamare', 'il', 'folla', 'in', 'il', 'caffè', ',', 'in', 'il', 'strada', ',', 'in', 'il', 'teatro']","{'ADV': 3, 'PRON': 1, 'VERB': 2, 'NOUN': 7, 'PUNCT': 4, 'DET': 6, 'ADJ': 2, 'ADP': 3}","{'ADV': 0.10714285714285714, 'PRON': 0.03571428571428571, 'VERB': 0.07142857142857142, 'NOUN': 0.25, 'PUNCT': 0.14285714285714285, 'DET': 0.21428571428571427, 'ADJ': 0.07142857142857142, 'ADP': 0.10714285714285714}",NOUN,0.6071428571428571,0.7142857142857143,28
Ma il sottotenente tardava a rispondere come se la conversazione gli riuscisse estremamente penosa.,Conqueror,UNLABELLED,Conqueror,14,15,219773,219872,Ma il sottotenente tardava a rispondere come se la conversazione gli riuscisse estremamente penosa.,"['2443-1', '2443-2', '2443-3', '2443-4', '2443-5', '2443-6', '2443-7', '2443-8', '2443-9', '2443-10', '2443-11', '2443-12', '2443-13', '2443-14', '2443-15']",2543,"['CCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'VERB', 'ADV', 'SCONJ', 'DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADJ', 'PUNCT']","['ma', 'il', 'sottotenente', 'tardare', 'a', 'rispondere', 'come', 'se', 'il', 'conversazione', 'gli', 'riuscire', 'estremamente', 'penoso', '.']","{'CCONJ': 1, 'DET': 2, 'NOUN': 2, 'VERB': 3, 'ADP': 1, 'ADV': 2, 'SCONJ': 1, 'PRON': 1, 'ADJ': 1, 'PUNCT': 1}","{'CCONJ': 0.06666666666666667, 'DET': 0.13333333333333333, 'NOUN': 0.13333333333333333, 'VERB': 0.2, 'ADP': 0.06666666666666667, 'ADV': 0.13333333333333333, 'SCONJ': 0.06666666666666667, 'PRON': 0.06666666666666667, 'ADJ': 0.06666666666666667, 'PUNCT': 0.06666666666666667}",VERB,0.9333333333333333,0.75,15
"Evitava di guardarmi, o forse non poteva, perché eravamo seduti sullo stesso scalino e avrebbe dovuto volgere la testa.",Conqueror,UNLABELLED,Conqueror,19,22,219873,219992,"Evitava di guardarmi, o forse non poteva, perché eravamo seduti sullo stesso scalino e avrebbe dovuto volgere la testa.","['2444-1', '2444-2', '2444-3', '2444-4', '2444-5', '2444-6', '2444-7', '2444-8', '2444-9', '2444-10', '2444-11', '2444-12', '2444-13', '2444-14', '2444-15', '2444-16', '2444-17', '2444-18', '2444-19', '2444-20', '2444-21', '2444-22']",2544,"['VERB', 'ADP', 'VERB', 'PRON', 'PUNCT', 'CCONJ', 'ADV', 'ADV', 'AUX', 'PUNCT', 'SCONJ', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['evitare', 'di', 'guardare', 'mi', ',', 'o', 'forse', 'non', 'potere', ',', 'perché', 'essere', 'sedere', 'su', 'il', 'stesso', 'scalino', 'e', 'avere', 'dovere', 'volgere', 'il', 'testa', '.']","{'VERB': 4, 'ADP': 2, 'PRON': 1, 'PUNCT': 3, 'CCONJ': 2, 'ADV': 2, 'AUX': 4, 'SCONJ': 1, 'DET': 2, 'ADJ': 1, 'NOUN': 2}","{'VERB': 0.16666666666666666, 'ADP': 0.08333333333333333, 'PRON': 0.041666666666666664, 'PUNCT': 0.125, 'CCONJ': 0.08333333333333333, 'ADV': 0.08333333333333333, 'AUX': 0.16666666666666666, 'SCONJ': 0.041666666666666664, 'DET': 0.08333333333333333, 'ADJ': 0.041666666666666664, 'NOUN': 0.08333333333333333}",VERB,0.9166666666666666,1.3333333333333333,24
"E la piazza stava sempre davanti a noi, quella piazza tetra e meravigliosa, anch ’ essa decaduta nella sonnolenza dei secoli.",Description,Landscape,Description_Landscape,20,24,221573,221696,"E la piazza stava sempre davanti a noi, quella piazza tetra e meravigliosa, anch’essa decaduta nella sonnolenza dei secoli.","['2474-1', '2474-2', '2474-3', '2474-4', '2474-5', '2474-6', '2474-7', '2474-8', '2474-9', '2474-10', '2474-11', '2474-12', '2474-13', '2474-14', '2474-15', '2474-16', '2474-17', '2474-18', '2474-19', '2474-20', '2474-21', '2474-22', '2474-23', '2474-24']",2574,"['CCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADP', 'PRON', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADV', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['e', 'il', 'piazza', 'stare', 'sempre', 'davanti', 'a', 'noi', ',', 'quello', 'piazza', 'tetro', 'e', 'meraviglioso', ',', 'anch', '’', 'essa', 'decadere', 'in', 'il', 'sonnolenza', 'di', 'il', 'secolo', '.']","{'CCONJ': 2, 'DET': 4, 'NOUN': 4, 'VERB': 2, 'ADV': 3, 'ADP': 3, 'PRON': 2, 'PUNCT': 4, 'ADJ': 2}","{'CCONJ': 0.07692307692307693, 'DET': 0.15384615384615385, 'NOUN': 0.15384615384615385, 'VERB': 0.07692307692307693, 'ADV': 0.11538461538461539, 'ADP': 0.11538461538461539, 'PRON': 0.07692307692307693, 'PUNCT': 0.15384615384615385, 'ADJ': 0.07692307692307693}",DET,0.8076923076923077,1.0,26
"Le avevano mostrate come se non fossero le loro mani, ma volessero soltanto accusare qualcuno.",Indigenous,UNLABELLED,Indigenous,15,17,221924,222018,"Le avevano mostrate come se non fossero le loro mani, ma volessero soltanto accusare qualcuno.","['2478-1', '2478-2', '2478-3', '2478-4', '2478-5', '2478-6', '2478-7', '2478-8', '2478-9', '2478-10', '2478-11', '2478-12', '2478-13', '2478-14', '2478-15', '2478-16', '2478-17']",2578,"['PRON', 'AUX', 'VERB', 'ADV', 'SCONJ', 'ADV', 'VERB', 'DET', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'AUX', 'ADV', 'VERB', 'PRON', 'PUNCT']","['le', 'avere', 'mostrare', 'come', 'se', 'non', 'essere', 'il', 'loro', 'mano', ',', 'ma', 'volere', 'soltanto', 'accusare', 'qualcuno', '.']","{'PRON': 2, 'AUX': 2, 'VERB': 3, 'ADV': 3, 'SCONJ': 1, 'DET': 2, 'NOUN': 1, 'PUNCT': 2, 'CCONJ': 1}","{'PRON': 0.11764705882352941, 'AUX': 0.11764705882352941, 'VERB': 0.17647058823529413, 'ADV': 0.17647058823529413, 'SCONJ': 0.058823529411764705, 'DET': 0.11764705882352941, 'NOUN': 0.058823529411764705, 'PUNCT': 0.11764705882352941, 'CCONJ': 0.058823529411764705}",VERB,1.0,1.1428571428571428,17
"(Ma stavano nel cortile della chiesa, perché speravano, avrebbero sempre sperato.)",Indigenous,UNLABELLED,Indigenous,11,16,222019,222101,"(Ma stavano nel cortile della chiesa, perché speravano, avrebbero sempre sperato.)","['2479-1', '2479-2', '2479-3', '2479-4', '2479-5', '2479-6', '2479-7', '2479-8', '2479-9', '2479-10', '2479-11', '2479-12', '2479-13', '2479-14', '2479-15', '2479-16']",2579,"['PUNCT', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'PUNCT', 'AUX', 'ADV', 'VERB', 'PUNCT', 'PUNCT']","['(', 'ma', 'stare', 'in', 'il', 'cortile', 'di', 'il', 'chiesa', ',', 'perché', 'sperare', ',', 'avere', 'sempre', 'sperare', '.', ')']","{'PUNCT': 5, 'CCONJ': 1, 'VERB': 3, 'ADP': 2, 'DET': 2, 'NOUN': 2, 'SCONJ': 1, 'AUX': 1, 'ADV': 1}","{'PUNCT': 0.2777777777777778, 'CCONJ': 0.05555555555555555, 'VERB': 0.16666666666666666, 'ADP': 0.1111111111111111, 'DET': 0.1111111111111111, 'NOUN': 0.1111111111111111, 'SCONJ': 0.05555555555555555, 'AUX': 0.05555555555555555, 'ADV': 0.05555555555555555}",PUNCT,0.8333333333333334,1.1666666666666667,18
"Eppure, eccole là, quattro mani mangiate, con qualche dito rientrato nel palmo e quelle cupe escrescenze di un rosso maledetto.",Description,Indigenous,Description_Indigenous,20,24,222102,222229,"Eppure, eccole là, quattro mani mangiate, con qualche dito rientrato nel palmo e quelle cupe escrescenze di un rosso maledetto.","['2480-1', '2480-2', '2480-3', '2480-4', '2480-5', '2480-6', '2480-7', '2480-8', '2480-9', '2480-10', '2480-11', '2480-12', '2480-13', '2480-14', '2480-15', '2480-16', '2480-17', '2480-18', '2480-19', '2480-20', '2480-21', '2480-22', '2480-23', '2480-24']",2580,"['CCONJ', 'PUNCT', 'VERB', 'ADV', 'PUNCT', 'NUM', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['eppure', ',', 'eccolare', 'là', ',', 'quattro', 'mano', 'mangiato', ',', 'con', 'qualche', 'dito', 'rientrare', 'in', 'il', 'palmo', 'e', 'quello', 'cupo', 'escrescenza', 'di', 'uno', 'rosso', 'maledetto', '.']","{'CCONJ': 2, 'PUNCT': 4, 'VERB': 2, 'ADV': 1, 'NUM': 1, 'NOUN': 5, 'ADJ': 3, 'ADP': 3, 'DET': 4}","{'CCONJ': 0.08, 'PUNCT': 0.16, 'VERB': 0.08, 'ADV': 0.04, 'NUM': 0.04, 'NOUN': 0.2, 'ADJ': 0.12, 'ADP': 0.12, 'DET': 0.16}",NOUN,0.92,0.8181818181818182,25
